record_id,title,authors,year,doi,url,full_text_status,full_text_location,full_text_decision,exclusion_reason,exclusion_reason_detail,reviewer_1,reviewer_2,conflict,final_decision,notes
R16CB987F622F,Greywater and the grid: Explaining informal water use in Tijuana,"Meehan, Katharine",2010,,https://www.proquest.com/docview/759470761?accountid=13598&bdid=165485&_bd=Fc%2BcUYSbM%2BzuBP3jDdRUQs6B%2Fdc%3D,,,,,,,,,,
R52881817AE22,"Economics of integrated surface and ground water use management in the Jakarta region, Indonesia","Syaukat, Yusman",2000,,https://www.proquest.com/docview/304589748?accountid=13598&bdid=165485&_bd=ceYn%2BAa%2Fnps9jpMHVFYs1PO9EXk%3D,,,,,,,,,,
R5423B2553ABE,Questioning the Practice of Corruption in the Attainment of the Selected Sustainable Development Goals (SDGs) in South Africa,"John, Mamokhere; Nhlamulo, Mabunda",2023,,https://www.proquest.com/docview/2878451283?accountid=13598&bdid=165485&_bd=qjO%2FC00BCZ1JUh50kjSa4IEFz4g%3D,,,,,,,,,,
RBC60118CEC2A,'Panchayats and Building of Model Villages',"Shrivastava, Mukesh Kumar",2013,,https://www.proquest.com/docview/1512708799?accountid=13598&bdid=165485&_bd=0i3lLXolfo%2FlZigMf9OKJ9mQJZY%3D,,,,,,,,,,
R5104D5ACF77A,Aboriginal and Torres Strait Islander Perspectives in Drinking Water Policy: A Realist Review,"Fono, Margaret Apolima; Chapman, Felicity; Christie, Vita; Parter, Carmen; Knight, Jodi; Sherriff, Simone; Rambaldini, Uncle Boe; Moggridge, Bradley; Gwynne, Kylie",2025,https://doi.org/10.1002/ajs4.70020,https://www.proquest.com/docview/3234936240?accountid=13598&bdid=165485&_bd=GBtIhnsp3ds5hOuR9dveTXItcLg%3D,,,,,,,,,,
R981381DE4EDB,Mapping water property rights through water use permits and the implications for water (re)allocation: a global south overview,"Mueller, Andrea B; Bosch, Hilmer J; Gupta, Joyeeta; Karg, Aljoscha",2026,https://doi.org/10.2166/wp.2026.343,https://www.proquest.com/docview/3370790619?accountid=13598&bdid=165485&_bd=4Ux5cFwGtN5LmQkhxS%2BD%2Bnz9fWs%3D,,,,,,,,,,
RFB5E22BF9BB7,The North-South politics of necessity: regulating for basic rights between national and international levels,"Morgan, Bronwen",2006,https://doi.org/10.1007/s10603-006-9018-x,https://www.proquest.com/docview/198349079?accountid=13598&bdid=165485&_bd=pbTHGellPadYfX16xSvlouDOek0%3D,,,,,,,,,,
R55F012C376B7,Perform or wither: role of water users' associations in municipalities of Nepal,"Singh, Sreoshi; Shrestha, Krity; Hamal, Menaka; Anjal Prakash",2020,https://doi.org/10.2166/wp.2019.051,https://www.proquest.com/docview/2370231892?accountid=13598&bdid=165485&_bd=RvKuCNmqAXhqsmBz9XP3y0Of2fg%3D,,,,,,,,,,
RD60BBB72213E,Just Water? Social Disparities and Drinking Water Quality in California's San Joaquin Valley,"Balazs, Carolina Laurie",2011,,https://www.proquest.com/docview/1526000633?accountid=13598&bdid=165485&_bd=XhDvyEZ3uW%2Fj2atqk9F480hxOkw%3D,,,,,,,,,,
REF47695F773B,Impact of Potable Water Availability on Economic Development of North Benue State,"Akange, Stephen S.",2016,,https://www.proquest.com/docview/1834498174?accountid=13598&bdid=165485&_bd=P300T7pEEMETTAKNTR02QfbXhAc%3D,,,,,,,,,,
RA9D96B9BDDDB,"Women’s Claims to Water in a Global City: Race, Scarcity, & Violence in Cape Town","Denny, Julia",2023,,https://www.proquest.com/docview/2883994125?accountid=13598&bdid=165485&_bd=DnpGLmpiS76UBIjn70MHXcKuAOk%3D,,,,,,,,,,
R383B38896514,"Fluid Hegemony: A Political Ecology of Water, Market Rule, and Insurgence at Bangalore's Frontier.","Ranganathan, Malini",2014,,https://www.proquest.com/docview/1520344800?accountid=13598&bdid=165485&_bd=V%2FlYvXy4cykxUv%2BZmqFWwcI4KzA%3D,,,,,,,,,,
R1ECC532A797B,Hydrological politics in megacity : rethinking water governance in delhi,"Kumar, Chandra Bhushan",2013,,https://www.proquest.com/docview/1951127090?accountid=13598&bdid=165485&_bd=Cwtx1i9tIHREtJcV%2Fa%2FnL%2F8Y4OQ%3D,,,,,,,,,,
R2B81E70A4BB1,Collective (In)Action and Corruption: Access to Improved Water and Sanitation,"Anbarci, Nejat; Escaleras, Monica; Register, Charles",2006,,https://www.proquest.com/docview/1698038759?accountid=13598&bdid=165485&_bd=JueQpwpqdXV5zr5R32qT1N98zaA%3D,,,,,,,,,,
RDF9117B5BD26,The Zambezi River Basin: Challenges of Transboundary Water Governance,"Denisova, T; Kostelyanets, S",2025,https://doi.org/10.20542/0131-2227-2025-69-11-96-107,https://www.proquest.com/docview/3308177844?accountid=13598&bdid=165485&_bd=Fz%2F6Uf8biBl4jSurkSJT8PZ0Zi4%3D,,,,,,,,,,
R13E5DBA3512A,The Covenant Conundrum in Urban Water Conservation,"Dyckman, Caitlin S",2008,,https://www.proquest.com/docview/208558022?accountid=13598&bdid=165485&_bd=sW4RELDTcgA5CYpMOkNm%2BOerA1A%3D,,,,,,,,,,
RC738D26100A7,Implementing Indigenous and Western Knowledge Systems in Water Research and Management (Part 1): A Systematic Realist Review to Inform Water Policy and Governance in Canada,"Castleden, Heather E; Hart, Catherine; Harper, Sherilee; Martin, Debbie; Cunsolo, Ashlee; Stefanelli, Robert; Day, Lindsay; Lauridsen, Kaitlin",2017,https://doi.org/10.18584/iipj.2017.8.4.7533,https://www.proquest.com/docview/2492592541?accountid=13598&bdid=165485&_bd=yXdwPtPUYklfxaQ5VCmwdi6D8EY%3D,,,,,,,,,,
R8F036FED015F,Locals seek federal help with sewer improvement costs,"Giusti, Autumn",2010,,https://www.proquest.com/docview/756780372?accountid=13598&bdid=165485&_bd=huq1TF8LsguowxviwPO9MHRRNDI%3D,,,,,,,,,,
R79066FAE0A92,Beneath the Surface: Understanding Septic System Management in New York State Watersheds,"Gregg, Mackenzie E.",2024,,https://www.proquest.com/docview/3195716850?accountid=13598&bdid=165485&_bd=wpH0Vn2%2Bl62l35WdnyF6FMNBAGw%3D,,,,,,,,,,
RA3A966EC7052,ESTRATEGIA DE ADAPTACIÓN LOCAL AL CAMBIO CLIMÁTICO PARA EL ACCESO EQUITATIVO AL AGUA EN ZONAS RURALES DE CHILE/Local adaptation strategy to climate change for equitable water access in Chilean rural zones,"Delgado, Luisa Elizabeth; Torres-Gómez, Marcela; Tironi-Silva, Antonio; Marín, Víctor Hernán",2015,,https://www.proquest.com/docview/1683343011?accountid=13598&bdid=165485&_bd=NRTUYZmHWVp5P9l6WvyV61dFrGU%3D,,,,,,,,,,
R3729652D2D60,"Policy drought: Water resource management, urban growth, and technological solutions in post-World War II Atlanta","Hardy, Eric M.",2011,,https://www.proquest.com/docview/1498137281?accountid=13598&bdid=165485&_bd=AaaLO2q15Rqorm20zJtq26o0T2U%3D,,,,,,,,,,
R5FAD601495A9,"Management of faecal sludge in the urban areas of low-income countries: a case of tamale, ghana","Nkansah, Andrews",2009,,https://www.proquest.com/docview/899749347?accountid=13598&bdid=165485&_bd=vrih6M%2BFn4pEGRexVAb7%2BPLxYtI%3D,,,,,,,,,,
RA3532680FF7E,Getting water from public private partnerships,"Goyal, Ashima",2004,,https://www.proquest.com/docview/1699000876?accountid=13598&bdid=165485&_bd=J7EIVangZ9w%2B5dygFvoC47h0Lyk%3D,,,,,,,,,,
R34A26DC79A8B,La construcción de la red de abastecimiento de agua en Barreiro (Setúbal),"Alvaredo, Lucía",2025,https://doi.org/10.15847/cct.36875,https://www.proquest.com/docview/3320779540?accountid=13598&bdid=165485&_bd=rwKNxmdKyFqzwDf0v6SIGi3AAqE%3D,,,,,,,,,,
RC99E122A1793,Critical Assessment of South Africa’s Water Policy,"Maphela, Bulelwa",2015,,https://www.proquest.com/docview/2528065137?accountid=13598&bdid=165485&_bd=5daSWTgVBgq7dgV%2FiOl2qq3%2BEUM%3D,,,,,,,,,,
R55280045A6D7,Social Aspects of Groundwater Use and Management in the Wa West District,Francis Issahaku Malongza Bukari,2024,,https://www.proquest.com/docview/3147066233?accountid=13598&bdid=165485&_bd=rVeJ97GNOXuneN1hlw0b3gKfpzM%3D,,,,,,,,,,
R65A3B2704F22,Service delivery: Focus on Dipaleseng local municipality: Mpumalanga,"Zama, S'bonisile",2013,https://doi.org/10.5130/cjlg.v0i13/14.3733,https://www.proquest.com/docview/2300470868?accountid=13598&bdid=165485&_bd=6A35zlVxisgKHfL6TJbi5URTGAA%3D,,,,,,,,,,
RA22D49F75F35,Organisationsformen und Umweltabgaben im kommunalen Gewaesserschutz,"Rahmeyer, Fritz",2001,,https://www.proquest.com/docview/1697769687?accountid=13598&bdid=165485&_bd=Q8dKCbc0zOhhuqkDXBYreADHiNY%3D,,,,,,,,,,
RB6D6F9E28A2A,"The EKOCENTER: A Case Study in Coca-Cola, Corporate Social Responsibility, and Bluewashing","Hamilton, Joy Marie",2015,,https://www.proquest.com/docview/1733674600?accountid=13598&bdid=165485&_bd=IWSikoC5ZgJOWu8oVGVwZXiJ12g%3D,,,,,,,,,,
R49D1FF05CF85,Puerto Rico's Government to Make Major Upgrades to San Juan Water Infrastructure in Settlement with the Federal Government (PR),,2015,,https://www.proquest.com/docview/1751271623?accountid=13598&bdid=165485&_bd=RicjGqBfWXIKSR8DAqcpBdSz5RU%3D,,,,,,,,,,
RD5D8694F377F,"Private sector involvement in urban water supply management, ghana","Abiwu, Napoleon",2013,,https://www.proquest.com/docview/1827469038?accountid=13598&bdid=165485&_bd=1HsvVsLhKg66n2BkIVEoUDBp1y4%3D,,,,,,,,,,
R07553B7C3E18,WATER AND SANITATION PROGRAM IN DECENTRALISED EASTERN INDONESIA: THE ROLES OF COMMUNITY AND SOCIAL DYNAMICS,"Susilo, Anggun; Vidyattama, Yogi; Wishanti, Dewa Ayu Putu Eva",2020,,https://www.proquest.com/docview/2421041691?accountid=13598&bdid=165485&_bd=8QM6VQSSsM3g73x4VgyU8sVg5Ek%3D,,,,,,,,,,
R8B85D281CD0E,Will open market and deregulation come to water and wastewater,"Kucera, Daniel J",1995,,https://www.proquest.com/docview/214929239?accountid=13598&bdid=165485&_bd=7dM69VAYMp5cFZxO8LE6ipv95wc%3D,,,,,,,,,,
RC7952E83537B,Mayors Reject EPA Plan For Variable Water Rates As 'Non Starter',"Palleschi, Amanda",2013,,https://www.proquest.com/docview/1352304076?accountid=13598&bdid=165485&_bd=0y6HNa5xTO0W3Huu0uPLo0TkoMg%3D,,,,,,,,,,
R453FE5278839,The Effects of Fiscal Decentralization on the Provision of Basic Services in Emalahleni Local Municipality,"April, Mvuyisi Sibongile Mkhululi",2016,,https://www.proquest.com/docview/3161869312?accountid=13598&bdid=165485&_bd=Q5mICKN9FFb13tZqIfiPDWOkGz4%3D,,,,,,,,,,
R4BEB10EF5D32,"The Importance of Effective Water Infrastructure Management in Harare, Zimbabwe","Maruve, Pepukai Perpetua",2019,,https://www.proquest.com/docview/2504870837?accountid=13598&bdid=165485&_bd=5rI0lxeQLdqrXbsuAZglJ8fGFcY%3D,,,,,,,,,,
R82825CB956F2,Water Pollution and Environmental Injustices in Bangladesh,"Sarker Faroque; South, Nigel",2022,https://doi.org/10.5204/ijcjsd.2006,https://www.proquest.com/docview/2676132550?accountid=13598&bdid=165485&_bd=ngJTcICAl5vbP11H%2FYVVeGi9yYo%3D,,,,,,,,,,
RDA8AED677E21,"The Utilisation of Solar-Powered Boreholes for Groundwater Supply: Addressing Water Scarcity in the Polokwane Municipality, Mankweng Cluster","Rasakanya, Meisie",2024,https://doi.org/10.36369/2616-9045/2024/v13i2a1,https://www.proquest.com/docview/3154360919?accountid=13598&bdid=165485&_bd=Oe54h6FuhX4nuitsg1FYYhXC5WE%3D,,,,,,,,,,
R64C3FC5E41E6,"Reliability of Rainwater Harvesting as a Strategy to Alleviate Water Scarcity in Monduli District, Tanzania","Singano, Emiliana R.",2020,,https://www.proquest.com/docview/3224573227?accountid=13598&bdid=165485&_bd=LQGpWWfplAwQmd4w7DpI52PpsC4%3D,,,,,,,,,,
R178B38D4B00E,Determinants of water consumption in Thailand: sustainable development of water resources,"Tangworachai, Sasipha; Wing-Keung Wong; Fang-Yi, Lo",2023,https://doi.org/10.1108/SEF-06-2022-0310,https://www.proquest.com/docview/2888536450?accountid=13598&bdid=165485&_bd=FTSBpmckn4kZ17ap1UaUUENBjOw%3D,,,,,,,,,,
RF2265DDE420E,World Bank and Urban Water Supply Reforms in India: A Case Study on Karnataka,"Ghosh Mitra, Susanna",2010,,https://www.proquest.com/docview/3266743845?accountid=13598&bdid=165485&_bd=%2FYLZKWxYC%2BSsALQMCaBnIB0kRZo%3D,,,,,,,,,,
RE8FC10EE45D1,Implications of bulk water transfer on local water management institutions: A case study of the Melamchi Water Supply Project in Nepal,"Pant, Dhruba; Bhattarai, Madhusudan; Basnet, Govinda",2008,,https://www.proquest.com/docview/1698098756?accountid=13598&bdid=165485&_bd=Tj9oPVbLVkzNhHiqAwNgWzXc9Nw%3D,,,,,,,,,,
RB54E6DEA3BC1,O Novo Marco do Saneamento Básico Como Parte do Processo de Mercantilização das Águas no Brasil,"Lazzeres, Daniele De Oliveira",2023,,https://www.proquest.com/docview/3370367816?accountid=13598&bdid=165485&_bd=A7Ty91HOlI6EU%2Bn1WXsRyT7o7bQ%3D,,,,,,,,,,
R48483CC67027,"Sensors, Circuit Riders, and Community-Managed Passive In-Line Chlorinators: Evidence for Improved Access to Safely Managed Drinking Water in Rural Central America","Lindmark, Megan",2022,,https://www.proquest.com/docview/2774117891?accountid=13598&bdid=165485&_bd=2ip5suFBJ%2FPn31BcCv9aVxLBiBw%3D,,,,,,,,,,
R9FFEBB4E1EFA,Governance and Sustainability Challenges in the Water Policy of Morocco 1995–2020: Insights from the Middle Draa Valley,"Luis Miguel Silva-Novoa Sánchez; Luis Miguel Silva-Novoa Sánchez; Bossenbroek, Lisa; Schilling, Janpeter; Berger, Elisabeth",2022,https://doi.org/10.3390/w14182932,https://www.proquest.com/docview/2716598781?accountid=13598&bdid=165485&_bd=oOwsC0kc7JNXv8Wc1fuaK94dLno%3D,,,,,,,,,,
R9C776F55DFED,Water as a basic human right within the Israeli-Palestinian conflict,"Weinthal, Erika",2017,,https://www.proquest.com/docview/1955988028?accountid=13598&bdid=165485&_bd=vuB6pUwNRuIASgYSAtxqKFRQ4lI%3D,,,,,,,,,,
RABA719A05C20,Considerations for the Safe Removal of Greywater from South African Informal Settlement,"van Reenen, Wihann",2022,,https://www.proquest.com/docview/3132878478?accountid=13598&bdid=165485&_bd=TKc8RbZKqMM8QAPWfegWEYikdlg%3D,,,,,,,,,,
R000DF300E5DF,EPA PLANS TALKS WITH CITIES ON WATER COSTS BUT RESISTS CALL FOR OVERHAUL,"Palleschi, Amanda",2013,,https://www.proquest.com/docview/1272083887?accountid=13598&bdid=165485&_bd=gD0q32wTCUbxnt%2BllXgvMiWzkcg%3D,,,,,,,,,,
RDFBAE1E63D2B,Política del Agua en Venezuela Para el Cumplimiento de la Meta del Milenio Sobre Acceso al Agua Potable y Saneamiento Durante el Período 2000-2010,"Escalona, Iralys Eugenia González",2012,,https://www.proquest.com/docview/3098796212?accountid=13598&bdid=165485&_bd=T842mHxCFUqpmCRtzG6NzGMclAk%3D,,,,,,,,,,
R4AE79C605DFB,Performance Drivers and the Public Vs. Private Management Debate on Water Sector Companies : Conclusions from the Portuguese Case,"Ribeiro, João Gonçalo Quintino Ferreira Reis",2015,,https://www.proquest.com/docview/2917520372?accountid=13598&bdid=165485&_bd=iqVB1kNolpdlvIbQM%2F%2BVwZrwJLw%3D,,,,,,,,,,
R955D87EE3BBF,"Promise or compromise? Community managed water supply for the urban poor in Madhya Pradesh, India","Das, Priyam",2010,,https://www.proquest.com/docview/500007843?accountid=13598&bdid=165485&_bd=EKBzjLGC6cPgSZ1L4AUo3yELvDU%3D,,,,,,,,,,
RCCB8049AC28D,A Definition of Reliable Water Supply for Public Water Systems,"Hopkins, Easton",2023,,https://www.proquest.com/docview/3143979509?accountid=13598&bdid=165485&_bd=OCmve1LZrrdTiUIJb1E04RA3yWo%3D,,,,,,,,,,
R3A5564D238C0,"Harvesting Rainwater and Greywater Towards/for Sustainable Water Management: The Case of Ha Tsela in Mohale’s Hoek, Lesotho","Nkhereanye, Ithuteng Violet",2020,,https://www.proquest.com/docview/2579046948?accountid=13598&bdid=165485&_bd=mxwTzfvf5tv5rYooOTqiKpRRu1g%3D,,,,,,,,,,
R713FCE4485F0,Water infrastructure sustainability in Nigeria: a systematic review of challenges and sustainable solutions,"Oluwagbemi Samuel Adeoti; Kandasamy, Jaya; Vigneswaran, Saravanamuthu",2023,https://doi.org/10.2166/wp.2023.173,https://www.proquest.com/docview/3337621504?accountid=13598&bdid=165485&_bd=rGUxFSCoNHxtssamB8lGfXjFNkA%3D,,,,,,,,,,
R4DE47C45D5E7,"Unplanned urbanisation and drinking water insecurity in Faridpur City, Bangladesh","Md. Sakib Mia; Parvin, Mehnaz; Islam, Md Jahidul",2026,https://doi.org/10.1080/09614524.2025.2558754,https://www.proquest.com/docview/3324358236?accountid=13598&bdid=165485&_bd=XCFzs%2BmGPPGpTw5DFo5XfMmPnx8%3D,,,,,,,,,,
RA915675B6CC5,On Equity in India's Water Supply Public-Private Partnerships,"Bommier, Swann; Renouard, Cécile",2014,,https://www.proquest.com/docview/1698364123?accountid=13598&bdid=165485&_bd=FY5nPCub%2BNbz9VQiA0J9DXmmr8I%3D,,,,,,,,,,
RC47ECBF4C9AF,Factors influencing the performance of faecal sludge management services: case study in Thailand municipalities,"Taweesan, Achara; Koottatep, Thammarat; Dongo, Kouassi",2017,https://doi.org/10.1007/s10668-015-9719-x,https://www.proquest.com/docview/1865258909?accountid=13598&bdid=165485&_bd=tduTzIF56w4DxAhvDv5VSsWdnn0%3D,,,,,,,,,,
RC94FAE19435A,Gendered exclusion in water governance in Afghanistan: insights from Herat province,"Faiaz, Nahideh; Giusti, Serena",2025,https://doi.org/10.1504/IJGSDS.2025.151390,https://www.proquest.com/docview/3299026133?accountid=13598&bdid=165485&_bd=lytw8%2FEps1NT%2FiHhSVcbI2kXkQs%3D,,,,,,,,,,
RCC0D2A422FD2,The production of uneven access to land and water in peri-urban spaces: de facto privatisation in greater Accra,"Bartels, Lara Esther; Bruns, Antje; Alba, Rossella",2018,https://doi.org/10.1080/13549839.2018.1533932,https://www.proquest.com/docview/2135264961?accountid=13598&bdid=165485&_bd=%2BpLsusqdSOOqjhF0yMfaTk%2FgB4k%3D,,,,,,,,,,
R27165B30AE1C,"Governing Water in the Andean Community of Cabanaconde, Peru: From Resistance to Opposition and to Cooperation (and Back Again?)","Paerregaard, Karsten",2013,,https://www.proquest.com/docview/1465506576?accountid=13598&bdid=165485&_bd=RMqR3TGJEG%2BjY0xJDPJPIKrp1Sc%3D,,,,,,,,,,
R202A61E0248F,Women’S Role and Participation in Water Supply Management: The Case Study of the Republic of Ghana,"Svahn, Karolin",2011,,https://www.proquest.com/docview/2002002043?accountid=13598&bdid=165485&_bd=z8eM8Gr0tdvBkpcpuiw8i0tpMw8%3D,,,,,,,,,,
R0A1C9E556D77,Socio-environmental conflicts over water in the Northeast of Brazil: Contemporary expropriations and social struggles in rural areas,"Batista Silveira, Sandra Maria; Maria das Graças e Silva",2019,https://doi.org/10.1590/1982-02592019v22n2p342,https://www.proquest.com/docview/2290244684?accountid=13598&bdid=165485&_bd=bX8f3350wfQ5t8w1OpVxAN6J%2FGE%3D,,,,,,,,,,
R52422EAFB872,"What constitutes the social in (social) sustainability? Community, society and equity in South African water governance","Hellberg, Sofie",2023,https://doi.org/10.1080/13549839.2022.2155939,https://www.proquest.com/docview/2789601703?accountid=13598&bdid=165485&_bd=%2F%2By4we9Vz267RtLnlRxEVKcLUBA%3D,,,,,,,,,,
R8DE4C1CA8649,Better safe than sorry? Reliability policy in network industries,"Aalbers, Rob; Shestalova, Victoria; Onderstal, Sander",2004,,https://www.proquest.com/docview/1698174715?accountid=13598&bdid=165485&_bd=nNzNekoWaAAxJpI0iShfy6bzUtU%3D,,,,,,,,,,
R72774FD2AFC3,"A spatiotemporal GIS-based multicriteria assessment of intra-urban water security under a large-scale urban mining disaster in Maceió, Alagoas State (AL), Brazil","Apolinário, Andressa Ellen; Silva, Wesley Douglas Oliveira; dos Santos, Marcos; Morais, Danielle Costa",2026,https://doi.org/10.1007/s10669-026-10118-6,https://www.proquest.com/docview/3362971248?accountid=13598&bdid=165485&_bd=RXFs6zDCrnP7lgEzSwc6GKK76rY%3D,,,,,,,,,,
R366F94E9259F,Water Security Assessment: Integrating Governance and Freshwater Indicators,"Norman, Emma S; Dunn, Gemma; Bakker, Karen; Allen, Diana M; Cavalcanti De Albuquerque, Rafael",2013,https://doi.org/10.1007/s11269-012-0200-4,https://www.proquest.com/docview/1343824561?accountid=13598&bdid=165485&_bd=5zmyAItEpmDGs9Jp6tv1gErY8w0%3D,,,,,,,,,,
R8DCCF115451D,Localising SDG11 and Focusing on Sustainable Service Delivery Practices: A Case Study of eThekwini Metropolitan Municipality,"McGahey, Andrea",2022,,https://www.proquest.com/docview/3152298895?accountid=13598&bdid=165485&_bd=nQtX8QL2kg5YefwjXpGeS72kydo%3D,,,,,,,,,,
R54474056B4D8,Is Country-system-based Aid Really Better than Project-based Aid? Evidence from Rural Water Supply Management in Uganda,"Furukawa, Mitsuaki; Mikami, Satoru",2014,,https://www.proquest.com/docview/1698650036?accountid=13598&bdid=165485&_bd=ZxDLXqGWgjONKgO1EgLrSmTadeE%3D,,,,,,,,,,
R4FCD4A37638A,Public policies on human rights to water in informal settlements: a bibliometric analysis,"Paulo Marco Rodrigues; Gonçalves, Jorge; Rui Cunha Marques",2024,https://doi.org/10.2166/wp.2024.102,https://www.proquest.com/docview/3337621795?accountid=13598&bdid=165485&_bd=9euEVhnkQtzu841Ad3HdAd5fXBg%3D,,,,,,,,,,
RACFFE4F7F72C,"Local institutional adaptation for sustainable water management under increasing climatic variability and change; A case in the mid-Zambezi Valley, Zimbabwe","Nyamwanza, Admire Mutsa",2018,https://doi.org/10.1108/IJCCSM-03-2017-0078,https://www.proquest.com/docview/2025801035?accountid=13598&bdid=165485&_bd=7UAWsaCw%2FsaTvv9lK6qJvC%2BnQWI%3D,,,,,,,,,,
R82060F9FACB1,Assessment of the BUB Program: Improving Access of Local Communities to Basic Services and Strengthening Social Capital,"Manasan, Rosario G; Tolin, Lovely Ann C; Adaro, Catharine E",2017,,https://www.proquest.com/docview/2058956553?accountid=13598&bdid=165485&_bd=HnEQudgQXgPmvEj6uEX2LiVKdGc%3D,,,,,,,,,,
R9B182B30D773,"The impacts of community-based water development projects on rural poverty among small-holder farmers: Evidence from the Ewaso Ng’iro North Catchment Area, Kenya","Simon Ng’ang’a Mwaura; Isaac Maina Kariuki; Kiprop, Simon; Augustus, Sammy Muluvi; Obare, Gideon; Boniface Kiteme",2021,https://doi.org/10.1080/23322039.2021.1882763,https://www.proquest.com/docview/2613412449?accountid=13598&bdid=165485&_bd=ShLxzE9OYKFc8OP60HGgHf7sGMQ%3D,,,,,,,,,,
RDBB51C797744,Essays On Clean Water act and Safe Drinking Water act,"Anica, Sharaban Tahura",2022,https://doi.org/10.33915/etd.11383,https://www.proquest.com/docview/2734698085?accountid=13598&bdid=165485&_bd=heFR%2FwE2axkoAhI2GrRet9f8QWk%3D,,,,,,,,,,
R191679B5A6DC,Partnerships between water sector institutions and aid agencies in urban areas affected by armed conflict,"Pinera, Jean-Francois",2006,,https://www.proquest.com/docview/1780172206?accountid=13598&bdid=165485&_bd=Y%2FWlhGbl9E9I%2F8ucAOrODxE5iRg%3D,,,,,,,,,,
R7EFDC0F46ED4,Incapacidad ideológica gubernamental sobre la hidropolítica en Sudáfrica: una evaluación ontológica,"Jankielsohn, Roy",2020,https://doi.org/10.15366/relacionesintemacionales2020.45.013,https://www.proquest.com/docview/2483121559?accountid=13598&bdid=165485&_bd=fjMtoTSG2q%2BjWxsiNwhhMHvQ%2FBU%3D,,,,,,,,,,
RA20148E13D2F,The 2016 Water Crisis in San Andres Island: An Opportunity for Change?,"Velásquez, Carolina",2020,https://doi.org/10.15446/cp.v15n29.86373,https://www.proquest.com/docview/2415234857?accountid=13598&bdid=165485&_bd=qFGSWeJDq8sjvywe2J1eXOobkwg%3D,,,,,,,,,,
R59C7996EF355,"Decentralization, mobilization and democracy in mature neoliberalism: The Bolivian case","MacLean, Melissa Jane",2005,,https://www.proquest.com/docview/276601264?accountid=13598&bdid=165485&_bd=baFni8S7Z7JuMO0ElIoFeKzBZgI%3D,,,,,,,,,,
R846961E73AF9,The Role of Municipal Decision-Making in Community Wellbeing in Times of Drought : A Case Study of Canada’s Sunshine Coast Regional District,"Camacho, Anna Gabriela Beltran",2024,,https://www.proquest.com/docview/3182055141?accountid=13598&bdid=165485&_bd=JjbOKqA6Rj45m9wqoGWwn3WvMY4%3D,,,,,,,,,,
RF7AB8DA9173B,Institutional water reforms in Kenya: an analytical review,"Sambu, D K; Tarhule, A",2013,https://doi.org/10.2166/wp.2013.168,https://www.proquest.com/docview/1943074511?accountid=13598&bdid=165485&_bd=cVr8OcdxGKirz4ffcnhG%2Bf%2F6oYI%3D,,,,,,,,,,
R6A9107462B77,Women and Water Wahala: Picturing Gendered Waterscapes in Southwest Cameroon,"Thompson, Jennifer A.",2017,,https://www.proquest.com/docview/2507708600?accountid=13598&bdid=165485&_bd=Y8x0oIb2sU%2FyWwwNASUG0Ab1j1E%3D,,,,,,,,,,
R2C4C322911D6,"Exploring risk-scapes in Oklahoma: institutional trust, environmental justice, climate change, and infrastructure","Sibley, Martha; Peach, Kaitlin; León-Corwin, Maggie; Selvakumar, Pavithra Priyadarshini; Diodosio, Kaitlin; Fox, Andrew; Spurlock, Charles; Olofsson, Kristin",2024,https://doi.org/10.1108/SC-08-2023-0038,https://www.proquest.com/docview/3060674541?accountid=13598&bdid=165485&_bd=2ku2whw9K3NtgEFpOSOXiZZPwds%3D,,,,,,,,,,
R03A03D4DBFB6,Considering the Water Poverty Index in the context of poverty alleviation,"Sullivan, Caroline; Meigh, Jeremy",2003,,https://www.proquest.com/docview/1943059734?accountid=13598&bdid=165485&_bd=MOrJwNPux3%2B9QLwMozArcZuAZvs%3D,,,,,,,,,,
R1099FEF98B3B,From cash flows to water flows: an assessment of financial risks to rural water supply sustainability in sub-saharan africa,"Foster, Timothy",2016,,https://www.proquest.com/docview/2001174607?accountid=13598&bdid=165485&_bd=i4hUxlSlaTG32Uwq1Ev4RPFe7%2Bo%3D,,,,,,,,,,
R99B6CE47433C,Une lecture institutionnaliste de la gouvernance de l'eau potable: des terrains d'Afrique de l'Ouest francophone aux faits stylisés,"Baron, Catherine; Maillefert, Muriel",2011,https://doi.org/10.3167/reco.2011.010302,https://www.proquest.com/docview/1768252125?accountid=13598&bdid=165485&_bd=F%2F9ysq9PLCRvkF0CcyT%2B9mpabrw%3D,,,,,,,,,,
R19A9F20BC53A,Measuring the total factor productivity of the portuguese water and sewerage services,Rui Cunha Marques,2008,https://doi.org/10.1590/S1413-80502008000200003,https://www.proquest.com/docview/1561131939?accountid=13598&bdid=165485&_bd=JQlsV2fZ7BdXdJRjtvGSDU%2B0DaU%3D,,,,,,,,,,
R5C25784E85C8,Drinking Water Injustice: Racial Disparity in Regulatory Enforcement of Safe Drinking Water Act Violations,"Bae Junghwan; Kang, Soyoung; Lynch, Michael J",2025,https://doi.org/10.1177/21533687231189854,https://www.proquest.com/docview/3218949026?accountid=13598&bdid=165485&_bd=CTQ10IiufF1hxPH9I0IFx3IFZEY%3D,,,,,,,,,,
