record_id,exclusion_reason,year,authors,title,doi,url,abstract,ai_rationale
R0D60119D8036,E01,2009,"Gutberlet, Jutta",Solidarity economy and recycling co-ops in São Paulo: micro-credit to alleviate poverty,https://doi.org/10.1080/09614520903026892,https://www.proquest.com/docview/3123928742?accountid=13598&bdid=165489&_bd=X67njjfJHHXobxlNYlHOeS6JPzY%3D,"Lack of working capital hinders collective commercialisation of recyclables. Social exclusion and bureaucratic constraints prevent recyclers from obtaining official bank loans. As they continue to depend on intermediaries, the cycle of poverty, dependency, and exclusion is perpetuated. The article discusses collective commercialisation and the micro-credit fund created among 30 recycling groups in the Brazilian city of São Paulo. A committee of eight women recyclers manages this fund. The article contextualises reflections on empowerment and community-based development, applying the theoretical framework of social and solidarity economy. The author finally suggests that inclusive governance structures have the potential to generate greater justice and sustainability.","Case study of a micro-credit fund among recycling cooperatives in São Paulo; waste/recycling economy, not water/sanitation service."
R77C7F8204A5F,E04,2025,Mizan N.S.; Wang S.M.; Ma'amor H.; Al-Talib H.,Prevalence and risk factors of intestinal protozoal infections among patients in Malaysia: A systematic review and meta-analysis,10.1371/journal.pone.0332218,https://www.scopus.com/pages/publications/105015648566?origin=resultslist,"Backgrounds Intestinal protozoan infections (IPI), including Entamoeba spp., Giardia lamblia and Cryptosporidium spp., are common in diarrhoea patients in Malaysia. These parasites are primarily transmitted through contaminated food and water sources and pose a significant public health concern. Entamoeba spp., causes amoebiasis, which is characterised by severe diarrhoea with bloody stools, while Giardia spp., causes giardiasis, which is characterised by watery diarrhoea, abdominal pain and flatulence. Cryptosporidium spp. causes cryptosporidiosis, which is particularly severe in immunocompromised individuals. Despite efforts to improve water quality, sanitation, hygiene, and surveillance, limited epidemiological data prevent a clear understanding of the prevalence of intestinal protozoa and response to treatment. This systematic review and meta-analysis aimed to estimate prevalence, identify risk factors, and evaluate detection methods. Methods A comprehensive literature search was carried out in the following databases: Scopus, Google Scholar, Web of Science, PubMed and Cochrane Library. The review was conducted according to the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) 2020 guidance. Based on the random effects model, results were reported as proportions with 95% confidence intervals (CI). Subgroup analyses were performed based on detection methods, target populations and regions. Results A total of 103 articles were found on the prevalence and risk factors of IPI in Malaysia. After removing duplicates and screening for eligibility, 49 studies were included in this meta-analysis. The overall pooled prevalence of IPI in Malaysia was 24% (95% CI: 0.17.0, 0.29). with I2 = 98.94%, (P < 0.001). Among the identified protozoa, Entamoeba spp. had the highest prevalence at 18% (95% CI: 0.12, 0.24), followed by G. lamblia at 11% (95% CI: 0.08, 0.14) and Cryptosporidium spp. at 9% (95% CI: 0.03, 0.14). A subgroup analysis revealed that Kelantan and Perak state have the highest prevalence of 39% and 29% while Selangor and Kuala Lumpur reported the lowest (13.6%). The highest prevalence was observed in the indigenous communities (27%), followed by the local communities that mainly comes from rural area (23%). According to a meta-analysis of ten risk factors, the pooled prevalence of protozoal intestinal infections was significantly higher (between 38% and 52%) in children under 15 years of age, in males, in those with low income or no formal education, and in those exposed to untreated water, poor sanitation or unhygienic practises. A high level of heterogeneity was observed (I2 > 98%), reflecting substantial variability across the included studies. Conclusion This review provides valuable insights into the epidemiology of protozoal intestinal infections in Malaysia. The high pooled prevalence of 24% underscores a substantial and ongoing burden of intestinal protozoal infections in Malaysia. The pooled prevalence should be interpreted with caution due to high heterogeneity, as the findings may not be generalizable to all settings. These findings support the development of evidence-based interventions to reduce the impact of these infections. Targeted screening, improved diagnostics, better access to clean water and sanitation, and health education for vulnerable groups are essential to reduce the burden of intestinal protozoa and strengthen national control measures. © 2025 Mizan et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","Meta-analysis of intestinal protozoal infection prevalence; water/sanitation only a background risk factor, outcome is infection."
R5BFC1A1498B0,E01,2011,"Aspers, Patrik; Darr, Asaf",Trade shows and the creation of market and industry,https://doi.org/10.1111/j.1467-954X.2011.02031.x,https://www.proquest.com/docview/906392602?accountid=13598&bdid=165489&_bd=P8UA98B1Ur0eSNWTWgTdvj9gNt0%3D,"This study addresses the question of the constitution of markets in advanced societies. Specifically, the article studies the role of the traveling trade show in creating the real time computing market, which is part of the US electronics sector, during the mid-1990's. Real time computing products assist the transfer, storage and processing of digital signals in real time and support many of the internet applications we use today. By applying ethnographic methods, we explore the general question of how economic actors cope with uncertainty in the phase of market-making and at the cutting edge of technology. The paper makes two contributions to the existing literature. First, it shows that the attempt to organize a trade show in real time computing was triggered by the uncertainty experienced by sellers regarding the identity of prospective buyers and about the exact use to which they would put the emergent technology which is offered for sale. Secondly, we trace the history of an emergent market. We claim that trade shows for innovative products are important venues at which markets coalesce. The identification and ordering of market actors, the institutionalization of a distinct business culture and the social networks developed among market actors and across the subsidiary markets provided the basic social infrastructure for what later became known as the real time computing industry. [PUBLICATION ABSTRACT]","Concerns ""Trade shows and the creation of market and industry"" (general infrastructure/urban/social-institutional topic); no household water or sanitation service access or legal/governance barrier to it is examined."
R4CF1B646721F,E04,2021,Phungwayo T.; Kushitor S.B.; Koornhof L.,Governance of food and nutrition security in Eswatini: an analysis of government policies and reports,10.1186/s40066-021-00307-8,https://www.scopus.com/pages/publications/85117337709?origin=resultslist,"Background: Governance of food and nutrition security is vital in achieving sustainable development goals. Yet, the role of governance in shaping and preventing malnutrition risk is complex and poorly understood. This paper examined the governance of food and nutrition security in Eswatini. Methods: Policy documents, annual reports, and minutes of board meetings from five government ministries were the documents that were used for this study. The data analysis focused on the strength of nutrition governance, actors involved in policymaking, nutrition-specific and sensitive-programs, and multisectoral coordination of programs. Results: The findings show that Eswatini has medium strength, nutrition governance. The nutrition-specific programs included: micronutrient supplementation and deworming programs, breastfeeding campaigns, and treatment of acute malnutrition. The nutrition-sensitive initiatives included programs on school nutrition, sanitation and hygiene, agriculture production, and healthcare. However, multisectoral coordination was ineffective, as collaborative efforts are not structured, during implementation. Conclusion: This study examined the governance of food and nutrition security in Eswatini using documents from government ministries. Diverse actors were involved in policy formation and implementation. The strength of nutrition governance was medium and multisectoral coordination was usually ad-hoc. The multiple actors involved in nutrition governance in Eswatini need to intentionally plan to improve multisectoral coordination to achieve higher impact. © 2021, The Author(s).",Document analysis of food and nutrition security governance in Eswatini; sanitation/hygiene is one minor program among many.
R4C7E190E76C0,E01,2013,"Dominguez Rubio, Fernando; Fogue, Uriel",Technifying Public Space and Publicizing Infrastructures: Exploring New Urban Political Ecologies through the Square of General Vara del Rey,https://doi.org/10.1111/1468-2427.12052,https://www.proquest.com/docview/1373430213?accountid=13598&bdid=165489&_bd=jX02976nro8MAivcSdELs9nWz18%3D,"The aim of this article is to explore new ways of integrating technology, nature and infrastructures into urban public spaces. This is done through a case study, the design of General Vara del Rey, which is offered here as a model to explore a novel urban political ecology that calls into question dominant definitions of public spaces as self-contained sites operating independently of natural and infrastructural spaces. Through the double movement of 'the technification of public space' and 'the publicization of infrastructures', the square aims to rethink the political ecology of urban public spaces by enabling the effective incorporation and participation of infrastructural and natural elements as active actors into the public and political life of the community. It is argued that the transformation of infrastructures into fully visible, public and political agents provides a useful model to address the growing proliferation of infrastructural and technological elements onto contemporary urban surfaces and to open up the possibility of new forms of civic participation and engagement. Adapted from the source document.","Concerns ""Technifying Public Space and Publicizing Infrastructures: Exploring New Urban Political Ecologies through the Square of General Vara del Rey"" (general infrastructure/urban/social-institutional topic); no household water or sanitation service access or legal/governance barrier to it is examined."
R60DBF8B1D6DD,E01,2004,,Manakoa Announces Microsoft Relationship: Risk Management and Regulatory Compliance Management Packs for MOM 2005,,https://www.proquest.com/docview/445541476?accountid=13598&bdid=165485&_bd=HYgb9Qw39a3u1kWFhAS8zrIOzPQ%3D,"Manakoa (www.Manakoa.com) is an independent software vendor and professional services company addressing the multi-billion dollar IT security, IT compliance, and regulatory compliance marketplace for enterprise customers. Manakoa's security and compliance solutions suite offers advanced automation software on pre-configured, scalable platforms designed to control business and IT policies, implement and enforce mandated compliance initiatives, and provide dynamic views for monitoring and administration based on the role and permissions of user and department. This groundbreaking software platform transforms high-cost security and compliance consulting engagements into automated, consistent, and cost-effective technology. Manakoa's software platform can greatly reduce consulting hours and time-to-compliance through sustainable, repeatable technology. Manakoa's flagship products are being previewed by Fortune 500 companies due to its unique approach of providing a pre-configured platform, with templates, department by department, for analyzing compliance with United States regulations such as the Gramm Leach Bliley Act, [Sarbanes Oxley], the USA Patriot Act, and HIPPA. Manakoa's full product suite, which will include Compliance WorkCenter(TM) and Compliance Command and Control Center, provides a scalable, cost-effective, total compliance solution, which can be easily utilized in concert with a company's existing IT. The Company is also launching the Manakoa Compliance KnowledgeBase(TM), an on-line research portal service, during the fourth quarter of 2004. Finally, the Company has announced a joint licensing and development agreement with Battelle Corporation and the Pacific Northwest National Laboratory (PNNL) to commercialize the first Cyber Attack Simulation Trainer.",IT regulatory-compliance software product announcement; unrelated topic.
R43919AA32D47,E05,2003,"Boykoff, Jules; Sand, Kaia",Blue Gold: The Fight to Stop the Corporate Theft of the World's Water,,https://www.proquest.com/docview/200832278?accountid=13598&bdid=165489&_bd=bglc6NuAsLwH45VToXEwcTfTS44%3D,"Boykoff and Sand review ""Blue Gold: The Fight to Stop the Corporate Theft of the World's Water"" by Maude Barlow and Tony Clarke.","Book review of 'Blue Gold: The Fight to Stop the Corporate Theft of the World's Water'; a review, not an empirical primary study with identifiable design."
R09721E79920E,E01,2010,"Alexander, Malcolm","NETWORKS, INNOVATION AND PUBLIC POLICY: POLITICIANS, BUREAUCRATS AND THE PATHWAYS TO CHANGE INSIDE GOVERNMENT",,https://www.proquest.com/docview/213760168?accountid=13598&bdid=165489&_bd=0dMkPYjdJ0SEaqBJe6tW0bgsivk%3D,"Alexander reviews Networks, Innovation and Public Policy: Politicians, Bureaucrats and the Pathways to Change inside Government by M. Considine, J. M. Lewis, and D. Alexander.","Sociology/public-administration study on ""NETWORKS, INNOVATION AND PUBLIC POLICY: POLITICIANS, BUREAUCRATS AND THE PATHWAYS TO CHANGE INSIDE GOVERNMENT""; no water or sanitation service access, connection, affordability, or reliability outcome is examined."
RBB5072ED1D90,E07,1983,"SVENDSEN, MARK T.",WATER MANAGEMENT STRATEGIES AND PRACTICES AT THE TERTIARY LEVEL: THREE PHILIPPINE IRRIGATION SYSTEMS,,https://www.proquest.com/docview/303143250?accountid=13598&bdid=165485&_bd=dD3mZND%2F2OjcuIia3YlTLNTY4xk%3D,"Actual practices by which large Asian irrigation systems acquire water, distribute and allocate it, maintain themselves, and manage conflicts are surprisingly poorly understood. One interesting subset of such practices comprises those carried out collectively or cooperatively by groups of irrigators. This research aimed to describe and understand practices used to obtain and allocate water in a large Philippine irrigation system and two small ones. It also intended to generalize this understanding by relating key practices to a dimensionless indicator of water abundance hypothesized to be an important determinant of collective behavior. This indicator is termed Relative Water Supply (RWS) and consists of the measured seasonal supply of water to a Tertiary Unit scaled by the crop and soil demand for water.Research was carried out in Central Luzon from 1978 to 1980 by the author and sociologist Edgardo Lopez. Data were collected by measuring hydrologic variables, through formal surveys, and by informal interviewing and observation. The analysis combined data from all three sources into a set of reasoned arguments concerning observed collective behaviors.Most farmer practices observed in the large system were supply increasing rather than demand reducing. This contrasts sharply with typical bureaucratic interventions which attempt to organize farmers to conserve water and reduce demand. Local control by farmers was far more extensive than anticipated. Farmers sought additional water from system officials in inverse relation to their RWS, but handled allocation within blocks several hundred hectares in extent themselves. The resulting system of loosely-defined water turns often was based on barrio boundaries.Reliability of water deliveries was far more important than actual dates of water arival in causing farmers to rely on irrigation water for early wet season cultural operations. Direct seeding of the dry season rice crop was directly related to RWS, extra water being substituted for costly weed control measures. A natural unplanned rotation was observed among Tertiary Units based on more convenient times to irrigate.",Field study of water acquisition and allocation practices in Philippine irrigation systems
R100E2D046DE9,E05,2021,Musoke D.; Namata C.; Lubega G.B.; Niyongabo F.; Gonza J.; Chidziwisano K.; Nalinya S.; Nuwematsiko R.; Morse T.,The role of Environmental Health in preventing antimicrobial resistance in low- and middle-income countries,10.1186/s12199-021-01023-2,https://www.scopus.com/pages/publications/85116494605?origin=resultslist,"Antimicrobial resistance (AMR) is increasingly becoming a threat to global public health, not least in low- and middle-income countries (LMICs) where it is contributing to longer treatment for illnesses, use of higher generation drugs, more expenditure on antimicrobials, and increased deaths attributed to what should be treatable diseases. Some of the known causes of AMR include misuse and overuse of antimicrobials in both humans and animals, unnecessary use of antimicrobials in animals as growth promoters, and lack of awareness among the public on how to protect antimicrobials. As a result, resistant organisms are circulating in the wider environment, and there is a need to consider the One Health approach to minimise the continuing development of AMR. Environmental Health, specifically water, sanitation and hygiene (WASH), waste management, and food hygiene and safety, are key components of One Health needed to prevent the spread of antimicrobial-resistant microorganisms particularly in LMICs and reduce the AMR threat to global public health. The key Environmental Health practices in the prevention of AMR include: (1) adequate WASH through access and consumption of safe water; suitable containment, treatment and disposal of human excreta and other wastewater including from health facilities; good personal hygiene practices such as washing hands with soap at critical times to prevent the spread of resistant microorganisms, and contraction of illnesses which may require antimicrobial treatment; (2) proper disposal of solid waste, including the disposal of unused and expired antimicrobials to prevent their unnecessary exposure to microorganisms in the environment; and (3) ensuring proper food hygiene and safety practices, such as sale and consumption of animal products in which adequate antimicrobial withdrawal periods have been observed, and growing vegetables on unpolluted soil. Environmental Health is therefore crucial in the prevention of infectious diseases that would require antimicrobials, reducing the spread of resistant organisms, and exposure to antimicrobial residues in LMICs. Working with other professionals in One Health, Environmental Health Practitioners have a key role in reducing the spread of AMR including health education and promotion, surveillance, enforcement of legislation, and research. © 2021, The Author(s).",Conceptual paper on Environmental Health's (including WASH) role in preventing antimicrobial resistance in LMICs; not an empirical access study.
RA0F7AC511D25,E01,2012,"Welti, N; Bondar-Kunze, E; Singer, G; Tritthart, M; Zechmeister-Boltenstern, S; Hein, T; Pinay, G",Large-scale controls on potential respiration and denitrification in riverine floodplains,10.1016/j.ecoleng.2012.02.005,https://www.webofscience.com/wos/woscc/full-record/WOS:000303145800009,"Restoration measures of deteriorated river ecosystems generally aim at increasing the spatial heterogeneity and connectivity of these systems in order to increase biodiversity and ecosystem stability. While this is believed to benefit overall ecological integrity, consequences of such restoration projects on biogeochemical processes per se (i.e. ecosystem functioning) in fluvial systems are rarely considered. We address these issues by evaluating the characteristics of surface water connection between side arms and the main river channel in a former braided river section and the role and degree of connectivity (i.e. duration of surface water connection) on the sediment biogeochemistry. We hypothesized that potential respiration and denitrification would be controlled by the degree of hydrological connectivity, which was increased after floodplain restoration. We measured potential microbial respiration (SIR) and denitrification (DEA) and compared a degraded floodplain section of the Danube River with a reconnected and restored floodplain in the same river section. Re-establishing surface water connection altered the controls on sediment microbial respiration and denitrification ultimately impacting potential microbial activities. Meta-variables were created to characterize the effects of hydrology, morphology, and the available carbon and nutrient pools on potential microbial processing. Mantel statistics and path analysis were performed and demonstrate a hierarchy where the effects of hydrology on the available substrates and microbial processing are mediated by the morphology of the floodplain. In addition, these processes are highest in the least connected sites. Surface water connection, mediated by morphology regulates the potential denitrification rate and the ratio of N2O to N-2 emissions, demonstrating the effects of restoration in floodplain systems. (C) 2012 Elsevier B.V. All rights reserved.",Ecological study of floodplain restoration and denitrification; unrelated to water/sanitation access.
RED590D3AF5B1,E01,2001,,CamelBak(R) Systems Announces U.S. Distribution Agreement With Eagle Industries,,https://www.proquest.com/docview/449238344?accountid=13598&bdid=165485&_bd=OdgZ539MINUXvy0BH8HprC7vL%2Fs%3D,"""Our tactical knowledge and CamelBak's dominance in the hydration products field make for a perfect combination,"" said John Carver, president and CEO of Eagle Industries.  ""We look forward to a long and prosperous partnership with CamelBak.""CamelBak systems, which are worn like a backpack or added to a larger pack, provide hands-free access to a cool, clean water supply anywhere and anytime.  CamelBak systems allow military personnel to drink water on the move, which enables them to keep their eyes and hands focused on their mission.  The systems are ideal for use in hot and humid conditions.",Corporate distribution agreement announcement for personal hydration gear; unrelated topic.
R3B2DED4A2E50,E07,2013,"Arbuckle, J Gordon, Jr",Farmer Attitudes toward Proactive Targeting of Agricultural Conservation Programs,https://doi.org/10.1080/08941920.2012.671450,https://www.proquest.com/docview/1429637945?accountid=13598&bdid=165489&_bd=wOCnW4I4i7rYGcLNbCkcUZkEQjE%3D,"Calls for improved targeting of conservation resources are increasingly common. However, arguments for improving the effectiveness and efficiency of agricultural conservation programs through proactive targeting are often tempered by questions regarding political feasibility. Such questions rest on an assumption that there will be resistance to these approaches, whether from farmers, farm groups, or elected officials, yet there is little research-based evidence supporting that assumption. Analysis of data on Iowa farmers' attitudes toward targeted conservation indicates that most farmers support targeted approaches. Specific factors associated with endorsement of targeted approaches include awareness of agriculture's environmental impacts, belief that farmers should address water quality problems, having experienced significant soil erosion, belief that extreme weather will become more common, participation in the Conservation Reserve Program, and belief that farmers who have natural resource issues are less likely to seek conservation assistance. Concerns about government intrusion were negative predictors of support for targeted approaches. Adapted from the source document.",Study of Iowa farmer attitudes toward targeted agricultural conservation programs.
READ4568E8907,E01,2015,"von Wirth, Timo; Grêt-regamey, Adrienne; Stauffacher, Michael",Mediating Effects Between Objective and Subjective Indicators of Urban Quality of Life: Testing Specific Models for Safety and Access,https://doi.org/10.1007/s11205-014-0682-y,https://www.proquest.com/docview/1668323240?accountid=13598&bdid=165489&_bd=MlYxdghOJroyJuLG3BvtzdfrJmk%3D,"Enhancing the urban quality of life (QoL) is an explicit policy goal of many countries, yet it is rarely studied using models that relate objective measures of the urban environment to the subjective evaluations of residents. It thus often remains unclear how planning interventions in the urban environment may influence residents' satisfaction with their living conditions. In particular, during periods of significant urban growth, such as those recently observed in Switzerland, which result in diverse, unwanted threats to the local QoL (e.g., loss of green spaces, traffic congestions, and fear of crime). This study uses data from a sample of 1,693 residents that participated in a postal survey about urban QoL. The responses were combined with objective attributes of residential conditions, using geographic information systems. Structural equation models were calibrated to examine the direct and indirect effects of important indicators of urban QoL, namely safety in public spaces and access to central urban facilities. The study sheds further light on the mediating effects between objective characteristics and subjective evaluations that influence the urban QoL. The results showed predominantly low correlations between objective characteristics and subjective evaluations of urban QoL, which confirmed the findings of the few previous studies on this topic. Surprisingly, this study also found a strong link between objective access and perceived accessibility. This relation was explained by the spatial scope of the study region and suggested that the scale discordance theory should be tested in future research. The findings implied that variations in objective measures do not reliably represent differences as evaluated by residents.","Structural equation study of objective/subjective urban quality-of-life indicators (safety, access) in Switzerland; not water/sanitation specific."
R36EAEB62A756,E05,2025,Ogunro O.B.; Fakayode A.E.; Joseph O.J.,Water and wastewater applications in developed and developing countries: extant experience and plan for the future,10.1016/B978-0-443-33038-4.00037-4,https://www.scopus.com/pages/publications/105026831634?origin=resultslist,"Water and wastewater management are crucial for sustaining growing populations while ensuring environmental sustainability. Developed nations benefit from advanced infrastructure, robust regulatory frameworks, and cutting-edge technologies such as membrane filtration, desalination, and wastewater reuse. These measures enhance water efficiency and sustainability, particularly in water-scarce regions. In contrast, developing countries struggle with inadequate infrastructure, financial limitations, and rapid urbanization, resulting in water pollution and limited clean water access. However, emerging solutions such as decentralized treatment systems, rainwater harvesting, and affordable filtration technologies offer promising alternatives, though they require more substantial policy support and investment to scale effectively. In modern water management, technological advancements function critically. The artificial intelligence, internet of things, and big data analytics optimize water distribution and treatment in developed nations, thereby improving efficiency and reducing losses. Meanwhile, resource-limited regions increasingly adopt cost-effective technologies like solar desalination and small-scale filtration systems to enhance water security. Governance and policy frameworks significantly impact water management, with strong institutions and enforcement ensuring sustainability in developed nations. In contrast, weak governance, corruption, and political instability often hinder progress in developing countries. Climate change further complicates water security, exacerbating worldwide droughts, floods, and water stress. Adaptive strategies such as circular economy models, integrated water resource management, and sustainable financing mechanisms are essential for long-term resilience. This chapter highlights the significance of innovation, policy reform, and international cooperation in bridging the gap between developing and developed nations. Nations can move toward a future of equitable and sustainable water management by implementing scalable solutions and strengthening governance structures. © 2026 Elsevier Inc. All rights reserved..","General comparative review chapter on water/wastewater management practices, no described empirical methodology."
RCBB3D124CD3B,E01,2008,"Carruthers, Bruce G",Social Science for What? Philanthropy and the Social Question in a World Turned Rightside Up,,https://www.proquest.com/docview/233587514?accountid=13598&bdid=165489&_bd=Ta7FP%2Bji43fvOOJjVCbSKKBdSCs%3D,"What starts out as a prim organizational history that was written, appropriately enough, to commemorate the centennial of the Russell Sage Foundation (RSF), turns into a passionate and political call-to-arms for contemporary social science to reclaim its sense of public purpose, and respond to the wellfunded network of politically conservative think tanks that have so powerfully reshaped U.S. public policy since the Reagan administration.  Together, they boosted American social science in the early twentieth century by funding research and by helping to establish organizations like the Social Science Research Council, the National Bureau of Economic Research, and the Brookings Institution.","Book review/essay on the Russell Sage Foundation, philanthropy and US social science's public purpose; no water/sanitation content."
R2A90DA269C66,E03,2004,"Hersch-Martínez, Paul; González-Chévez, Lilián; Andrés Fierro Alvarez",Endogenous knowledge and practice regarding the environment in a Nahua community in Mexico,,https://www.proquest.com/docview/214182919?accountid=13598&bdid=165489&_bd=pGEQR23wiytG4WrlXVSwYluPaRk%3D,"We expose some representations and practices related to the natural environment among Nahua peasants in a village located at the western boundary of Puebla and Guerrero states, in Mexico. Information was obtained by individual interviews and focal groups' work, following an open guide with ecological items considered as rooted in Mesoamerican cultures. The use of some local, vegetal resources, and the local perception of changes, mainly in the water availability, is documented. Survival strategies involve ancestral representations and material products, and entail a high grade of pragmatism. ''Natural environment'' is framed in a local culture that involves relational and sacred dimensions, usually omitted in other approaches. Hence, for the Temalac peasants, there is no dissection, at an operative level, between ''natural facts'' (for instance, water availability) and personal or social ones, being these often considered as determinant for the quality and accessibility of resources and weather conditions. We discuss the challenge for these elements posed by a growing migration rate and an increasing external influence. [Publication Abstract]","Ethnographic study of Nahua peasants' environmental knowledge and perceptions of changing water availability in Mexico; exposure is environmental/climatic change and migration, not a legal/administrative/institutional factor."
R1EA0B8CF8709,E01,2004,Chang A.; Raik E.; Marsden K.; Ma D.D.F.,Australasian CD34+ quality assurance program and rationale for the clinical utility of the single-platform method for CD34+ cell enumeration,10.1080/14653240310004575,https://www.scopus.com/pages/publications/1542345550?origin=resultslist,"Background. Enumeration of CD34+ cells should be accurate and comparable between institutions, particularly when making clinical decisions, evaluating data, and in clinical trials. An Australasian CD34+ quality assurance program (QAP) has been established to compare CD34+ cell results and method (Part 1). Unexpected variation in WBCCs led to Part 2 of this report. Methods. Part 1: Methods reagents and results were evaluated for 12 QAP samples analyzed by 36-43 centers. Part 2: The effects of different anticoagulants on WBCC of 12 peripheral blood samples (PBs) were compared using three cell counters. To test the validity of applying the conclusions to clinical samples, the WBCCs of leukapheresed products and BM harvest were also compared. Results. Part 1: In some samples, WBCCs determined by certain cell-counter groups were significantly different. Results for percentage of CD34+ and CD34+ / μL suggest that standardization on the lyse-no-wash and single platform (SP) method reduces variation of results between institutions. Part 2: Using different counters, PB WBCC in ACD-A showed greater variation than the same PB in EDTA. For PB in different anticoagulants, the extent of difference in WBCC for the same PB is dependent on the counter used. Discussion. This CD34 QAP has identified ACD-A as an additional factor that contributes to the disparate WBCCs, which may further compromise the accuracy of CD34+ cell counts obtained by the dual platform (DP) method, especially for leukapheresed products. In order to achieve greater accuracy within individual institutions, as well as permitting more reliable inter-institutional comparisons, our data supports the adoption of the SP as the standard method for CD34+ cell enumeration. © 2004 ISCT.",Quality-assurance program for CD34+ cell enumeration in clinical laboratories; unrelated to water/sanitation access.
RE37563388B9D,E01,2016,"Simon, Abigail",The Story of Oil,https://doi.org/10.1353/wsq.2016.0007,https://www.proquest.com/docview/1790693063?accountid=13598&bdid=165489&_bd=uKiH7K9eGOAF0u%2BcnBvxv%2BydI3E%3D,"When the author was a child, she had a book The Story Of Oil. In the book was a drawing -- it must have been a drawing, although in her memory it is as vivid as a photograph: the landscape is rendered in the soothing, alien palette of Pleistocene dioramas -- ocher skies and yellow grasses. In the center is a vast lake of tar in which Strange Beasts of the Past are trapped, struggling against an inescapable destiny -- which is to become the engine and essence of this inevitable present. A gentle giant of some sort whose only crime was mistaking death for drinking water, struggles to lift her feet, her eyes filling with a deep pooling sadness as relentless as the tar itself. Immortality means there is always time for another roll of the dice -- perhaps there are many ways to be consumed by the inevitable, and being stuck in a lake of tar is only one.",Literary essay 'The Story of Oil'; unrelated to water/sanitation.
R0684B990E378,E01,1970,"Kerner, Jon S",RATIONAL AND LEGAL AUTHORITY WITHIN HIERARCHICAL AND AUTONOMOUS BUREAUCRATIC STRUCTURES,,https://www.proquest.com/docview/61778243?accountid=13598&bdid=165489&_bd=u%2BL%2B5I3Lj8LYAWcHQWFa3TfLDhM%3D,"An attempt to ascertain the independent & interactional effects of autonomy-hierarchy, rational, & legal authority, on the dependent variables of job satisfaction & productivity. A weighting procedure for the independent variables was devised for each of the dependent variables resulting in the following hypotheses: Individuals exposed to the autonomy group structure have the same productivity as individuals exposed to the hierarchical group structure. Null hypothesis accepted if p= >.80. Individuals exposed to superordinates who possess low legal authority have the same productivity as individuals exposed to superordinates who possess high legal authority. Null hypothesis accepted if p= >.80. Individuals exposed to superordinates who possess superior knowledge express greater job satisfaction than individuals exposed to superordinates who possess inferior knowledge. Individuals exposed to superordinates who possess low legal authority express greater job satisfaction than individuals exposed to superordinates who possess high legal authority. Hypotheses were also formulated for both dependent variables & each independent variable with the remaining 2 independent variables held constant. 5 groups of 3 subjects for each tested variable were used. Summarily, the main findings indicate that the independent variable of superior rational authority was significant in explaining variation of 'employee' productivity. The independent variable of autonomy-hierarchy was significant in explaining 'employee' job satisfaction, though contrary to the hypothesis, subjects exposed to the hierarchical group structure expressed the greatest satisfaction. Though productivity & job satisfaction were not expected nor hypothesized to co-vary, trends in the data suggest that given a technically competent supervisor, individuals exposed to an autonomy group structure & a supervisor with high legal authority, as well as a hierarchical group structure & a supervisor with low legal authority, have high productivity as well as moderate job satisfaction. In brief, the hypotheses regarding productivity were confirmed while those regarding job satisfaction were not found to be significant.",Lab experiment on rational/legal authority and job satisfaction/productivity in bureaucratic structures; not water/sanitation.
R00AB4004FC24,E01,1979,"Latimore, James",Social Services in the Iron Cage,,https://www.proquest.com/docview/61563952?accountid=13598&bdid=165489&_bd=ZYcGpB7e05yy8mQVX8Gwk5zhNuc%3D,"Agency documents from 1972 to 1976 were examined & interviews were conducted with personnel to assess the relationship between government funding dependence, bureaucratic accountability, & organizational purpose in the volunteer Youth Employment Agency of an eastern US city. A summary of findings indicates that counselors weed out hard-to-place clients, eg, the youngest, least work-experienced, & least educated, using such mechanisms as lack of encouragement or follow-up. Present trends actually represent a reversal of the direction of the earlier period, the change being associated with greater government fund dependency & more demands for bureaucratic accountability. Specific categories of accountability & their impact on agency purpose & targeting are also discussed. 3 Tables. Modified HA.","Paper on ""Social Services in the Iron Cage""; a public administration/bureaucracy/sociology topic unrelated to water or sanitation service access or its legal/governance barriers."
R9A4FACC43096,E01,2011,"Gunderson, Shane",Hugh Heclo and the Immortality of Institutional Values,,https://www.proquest.com/docview/1291076121?accountid=13598&bdid=165489&_bd=NGP4MlfODsq2uxJGvu%2FRc8LVtGE%3D,Gunderson reviews On Thinking Institutionally by Hugh Heclo.,"Sociology/political-science/history record on ""Hugh Heclo and the Immortality of Institutional Values""; no content on household water or sanitation service access, connection, or exclusion."
