"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Etter-Phoya R.; O’Hare B.; Harsanyi B.; Hall S.; Hannah E.; Cobham A.","Etter-Phoya, Rachel (57225174016); O’Hare, Bernadette (6603935430); Harsanyi, Barbara (60750458000); Hall, Stephen (7402711415); Hannah, Eilish (57407601100); Cobham, Alex (8957429100)","57225174016; 6603935430; 60750458000; 7402711415; 57407601100; 8957429100","How Corporate Tax Supports Human Development: Quantifying Philips’ Contributions to the Sustainable Development Goals and the Cost of Profit Misalignment","2026","Sustainability (Switzerland)","18","13","6604","","","0","10.3390/su18136604","https://www.scopus.com/pages/publications/105045228995?origin=resultslist","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105045228995"
"Yang D.; Peng X.; Li L.; Wu X.; Chen C.; Zhong W.","Yang, Dan (57445768200); Peng, Xin (55124451700); Li, Linlin (59198263400); Wu, Xiaolong (55753009500); Chen, Chaoyang (57205441786); Zhong, Weimin (59907172100)","57445768200; 55124451700; 59198263400; 55753009500; 57205441786; 59907172100","Dynamic bidirectional federated transfer learning with multi-source data fusion in unsupervised privacy-preserving prediction","2026","Knowledge-Based Systems","341","","115707","","","0","10.1016/j.knosys.2026.115707","https://www.scopus.com/pages/publications/105033659185?origin=resultslist","Article","Final","","Scopus","2-s2.0-105033659185"
"Muftiadi A.; Barkah C.S.; Sanusi N.A.; Alexandri M.B.","Muftiadi, Anang (57195585278); Barkah, Cecep Syafatul (57202704200); Sanusi, Nur Azura (36523822900); Alexandri, Mochammad Benny (60409516200)","57195585278; 57202704200; 36523822900; 60409516200","Micro-Small Enterprises Sanitation Sector Innovations and the Needs for Ecosystem Governance in Indonesia","2026","Review of Integrative Business and Economics Research","15","2","","79","89","0","","https://www.scopus.com/pages/publications/105030681155?origin=resultslist","Article","Final","","Scopus","2-s2.0-105030681155"
"Ilangovan K.; Sankar J.G.; Srinivasan M.","Ilangovan, K. (59738375100); Sankar, Jeganathan Gomathi (58630627000); Srinivasan, Malini (57205121685)","59738375100; 58630627000; 57205121685","Systematic review of rural drinking water interventions under Jal Jeevan mission","2026","Discover Environment","4","1","189","","","0","10.1007/s44274-026-00676-6","https://www.scopus.com/pages/publications/105037997686?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105037997686"
"Anika I.T.; Alam E.","Anika, Ishrar Tahmin (59939432300); Alam, Edris (37004349000)","59939432300; 37004349000","Towards cyclone resilience: Examining local challenges and best practices in shelter management in Sarankhola, Southwest Bangladesh","2026","Progress in Disaster Science","29","","100510","","","2","10.1016/j.pdisas.2025.100510","https://www.scopus.com/pages/publications/105029724745?origin=resultslist","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105029724745"
"Majumdar K.; Chhandama L.; Pal S.; Prakash S.","Majumdar, Koustab (57222609114); Chhandama, Lal (59951432500); Pal, Subhadip (60641598300); Prakash, Shaurya (59934908000)","57222609114; 59951432500; 60641598300; 59934908000","Uranium mining, health risks and environmental injustice","2026","Discover public health","23","1","717","","","0","10.1186/s12982-026-02047-1","https://www.scopus.com/pages/publications/105039444079?origin=resultslist","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105039444079"
"Alemu A.M.; Addisu T.; Tolosa D.; Abduro S.; Fetene S.; Bekele B.","Alemu, Andargachew Melke (57979252400); Addisu, Tesfahun (60574076400); Tolosa, Dereje (58563657800); Abduro, Siraj (60574398000); Fetene, Sintayehu (60574558200); Bekele, Bewuket (60574156300)","57979252400; 60574076400; 58563657800; 60574398000; 60574558200; 60574156300","Reliability, functionality, and governance of community-managed rural water points in Ginir district, Ethiopia","2026","Utilities Policy","101","","102205","","","0","10.1016/j.jup.2026.102205","https://www.scopus.com/pages/publications/105035522763?origin=resultslist","Article","Final","","Scopus","2-s2.0-105035522763"
"Neves H.T.","Neves, Helena Telino (60738549600)","60738549600","Water and sanitation as rights, education as a path: An interface with the UN Sustainable Development Goals; [ÁGUA E SANEAMENTO COMO DIREITOS, EDUCAÇÃO COMO CAMINHO: UMA INTERFACE COM OS OBJETIVOS DE DESENVOLVIMENTO SUSTENTÁVEL DA ONU]","2026","Janus.net","17","2_DT2","","60","37","0","10.26619/1647-7251.DT0526.4","https://www.scopus.com/pages/publications/105044657203?origin=resultslist","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105044657203"
"Gupta K.; Saini R.; Pandre K.; Wani L.K.; Tekade P.M.; Kaur L.; Arivukkodi R.","Gupta, Kashish (57642333600); Saini, Rajat (57216953659); Pandre, Karan (59697853800); Wani, Lalita Kiran (59665146800); Tekade, Pallavi M. (58140275900); Kaur, Lakhwinder (57210704225); Arivukkodi, R. (59702873400)","57642333600; 57216953659; 59697853800; 59665146800; 58140275900; 57210704225; 59702873400","Environmental Law Compliance Assessment in Livestock Enterprises Using Natural Language Processing and AI","2026","Journal of Animal Environment","18","2s","","882","893","0","10.70102/AEJ.2026.18.2s.95","https://www.scopus.com/pages/publications/105047369985?origin=resultslist","Article","Final","","Scopus","2-s2.0-105047369985"
"Fakorede E.O.; Ajibade F.O.; Adewumi J.R.; Ighalo J.O.","Fakorede, Ebenezer Oluwabusuyi (60403248700); Ajibade, Fidelis Odedishemi (57190341647); Adewumi, James Rotimi (26031266400); Ighalo, Joshua O. (57202955844)","60403248700; 57190341647; 26031266400; 57202955844","Antibiotic contamination in Nigeria: Occurrence, impacts, and sustainable wastewater management solutions","2026","Regional Studies in Marine Science","95","","104842","","","0","10.1016/j.rsma.2026.104842","https://www.scopus.com/pages/publications/105030372577?origin=resultslist","Article","Final","","Scopus","2-s2.0-105030372577"
"Li J.; Tian G.; Wu Z.; Niu X.; Liu X.; Zhang J.","Li, Jiawen (57474326500); Tian, Guiliang (35729905100); Wu, Zheng (57222094151); Niu, Xingchao (59778445600); Liu, Xinyu (59185242500); Zhang, Jinyi (59777914400)","57474326500; 35729905100; 57222094151; 59778445600; 59185242500; 59777914400","Construction of a fuzzy ranking learning-based water resources value assessment model and its application; [基于模糊排序学习的水资源价值评估模型构建及其应用]","2026","Resources Science","48","7","","1734","1748","0","10.18402/resci.2026.07.12","https://www.scopus.com/pages/publications/105046946496?origin=resultslist","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105046946496"
"Samuel S.A.; Beardsworth R.; Spaiser V.","Samuel, Susan Ann (58993305900); Beardsworth, Richard (26038937100); Spaiser, Viktoria (53865684000)","58993305900; 26038937100; 53865684000","Climate Futures Across Disciplines: A Next Generation Approach","2026","Climate Futures across Disciplines: a Next Generation Approach","","","","1","240","0","10.4324/9781003583813","https://www.scopus.com/pages/publications/105039739286?origin=resultslist","Book","Final","","Scopus","2-s2.0-105039739286"
"Luo S.; Bi Z.; Xiong L.; Zheng T.; Wei X.; Nie Y.; Taye B.Z.; Zhou J.; Tauqeer H.A.; Gutsev L.; Vasenko A.; Gutsev G.; Prezhdo O.; Yu H.; Xu X.","Luo, Shizi (58477300900); Bi, Zhuoneng (56723550700); Xiong, Liyao (60226500000); Zheng, Tongjun (59123102200); Wei, Xiaochun (57378041300); Nie, Youliang (57457188100); Taye, Biniyam Zemene (57219333082); Zhou, Jing (57208583117); Tauqeer, Haider Ali (57223265749); Gutsev, Lavrenty (57219109699); Vasenko, Andrey (8964807800); Gutsev, Gennady (35495152700); Prezhdo, Oleg (7005883113); Yu, Huangzhong (23089597900); Xu, Xueqing (11141487500)","58477300900; 56723550700; 60226500000; 59123102200; 57378041300; 57457188100; 57219333082; 57208583117; 57223265749; 57219109699; 8964807800; 35495152700; 7005883113; 23089597900; 11141487500","Multiphosphorylated molecules for buried interface regulation of inverted perovskite solar cells in a two-step process","2026","Energy and Environmental Science","19","6","","2069","2083","2","10.1039/d6ee00231e","https://www.scopus.com/pages/publications/105031558612?origin=resultslist","Article","Final","","Scopus","2-s2.0-105031558612"
"Rashid S.A.; Rajendiran S.; Shahrir N.F.; Naserrudin N.A.; Chin T.T.Y.; Wen J.C.S.; Abdul Shukor I.H.; Khairul Hasni N.A.","Rashid, Siti Aishah (57213369533); Rajendiran, Sakshaleni (57292131400); Shahrir, Nurul Farehah (57217737012); Naserrudin, Nurul Athirah (57224846094); Chin, Terence Tan Yew (60648863700); Wen, Janice Chan Sue (60648304800); Abdul Shukor, Imanul Hassan (58554473200); Khairul Hasni, Nurul Amalina (58134334500)","57213369533; 57292131400; 57217737012; 57224846094; 60648863700; 60648304800; 58554473200; 58134334500","Methodological Approaches to Dengue Virus Detection in Wastewater: A Systematic Review and Meta-Analysis of Positivity Rate","2026","Viruses","18","5","531","","","0","10.3390/v18050531","https://www.scopus.com/pages/publications/105039970004?origin=resultslist","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105039970004"
"Chandra B.; Parasar A.","Chandra, Borun (58866493100); Parasar, Anuradha (58866935900)","58866493100; 58866935900","Empowerment and environmental vulnerability: a study of Harijan women waste workers in urban Dhaka","2026","GeoJournal ","91","1","13","","","0","10.1007/s10708-025-11560-w","https://www.scopus.com/pages/publications/105027315685?origin=resultslist","Article","Final","","Scopus","2-s2.0-105027315685"
"Alam M.-U.; Rahat M.A.; Eayashen M.; Nawaz S.; Neeher N.; Tabassum K.F.; Evans B.; Hutchings P.","Alam, Mahbub-Ul (57190745430); Rahat, Md Assaduzzaman (58613372500); Eayashen, Md (60169741000); Nawaz, Shahpara (58244359600); Neeher, Nishantika (59720624000); Tabassum, Kazy Farhat (58644101200); Evans, Barbara (57199313235); Hutchings, Paul (56900871400)","57190745430; 58613372500; 60169741000; 58244359600; 59720624000; 58644101200; 57199313235; 56900871400","Sewer misconnection: Recommendations for increasing sewer connections in low-income urban communities in Dhaka, Bangladesh","2026","International Journal of Hygiene and Environmental Health","271","","114707","","","0","10.1016/j.ijheh.2025.114707","https://www.scopus.com/pages/publications/105020914500?origin=resultslist","Review","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105020914500"
"Nurunnabi M.; Haque S.","Nurunnabi, Mohammad (56017470200); Haque, Sanjida (56481165600)","56017470200; 56481165600","From Alma-Ata to SDG 2030: Lessons From Three Decades of Health Policy in South Asia","2026","World Medical and Health Policy","18","1","e70068","","","0","10.1002/wmh3.70068","https://www.scopus.com/pages/publications/105032892010?origin=resultslist","Note","Final","","Scopus","2-s2.0-105032892010"
"Gaikwad N.; Thomas A.","Gaikwad, Nikhar (56121764600); Thomas, Anjali (58021210500)","56121764600; 58021210500","Getting on the grid: A field experiment on bottom-up political pressure and access to essential public services","2026","American Journal of Political Science","","","","","","0","10.1111/ajps.70068","https://www.scopus.com/pages/publications/105043369773?origin=resultslist","Article","Article in press","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105043369773"
"Mathew P.; Chandy S.J.; Lundborg C.S.","Mathew, Philip (57202723444); Chandy, Sujith John (57211164486); Lundborg, Cecilia Stålsby (6603775012)","57202723444; 57211164486; 6603775012","Hygiene measures and antimicrobial use practices in households of a rural community in South India: a cross-sectional study","2026","Frontiers in Public Health","13","","1753160","","","0","10.3389/fpubh.2025.1753160","https://www.scopus.com/pages/publications/105028564033?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105028564033"
"Tao C.; Dai S.; Chen Y.; Gu L.; Zhu T.","Tao, Cuicui (57256984600); Dai, Shuo (59982095300); Chen, Ying (60516085300); Gu, Liming (57218913053); Zhu, Tengyi (56293969700)","57256984600; 59982095300; 60516085300; 57218913053; 56293969700","Machine learning-based insights and optimization of membrane separation processes to remove antibiotic resistance genes","2026","Journal of Environmental Chemical Engineering","14","3","122258","","","1","10.1016/j.jece.2026.122258","https://www.scopus.com/pages/publications/105033066000?origin=resultslist","Article","Final","","Scopus","2-s2.0-105033066000"
"Zhang X.; Hou C.; An W.; Xin H.; Ji Q.; Zhang G.; Liu H.","Zhang, Xiaofeng (59352401100); Hou, Congyu (57226859720); An, Wenkai (57222873223); Xin, Huaijia (57797755400); Ji, Qinghua (36107927200); Zhang, Gong (56962914000); Liu, Huijuan (36067405700)","59352401100; 57226859720; 57222873223; 57797755400; 36107927200; 56962914000; 36067405700","Frequency-based paired mass distance method revealed the transformation pathway selection of organic compounds during mineralization treatment","2026","Water Research","291","","125247","","","2","10.1016/j.watres.2025.125247","https://www.scopus.com/pages/publications/105025420212?origin=resultslist","Article","Final","","Scopus","2-s2.0-105025420212"
"Abawari M.J.; Birhanu Z.; Taye F.N.; Amare H.G.; Templeton M.R.; Mekonnen Z.; Mekonnen H.; Levecke B.; Vande Velde F.","Abawari, Mohammed J. (58740544300); Birhanu, Zewdie (35785888600); Taye, Fitsum Nigatu (60680095900); Amare, Hanna Getachew (59244626400); Templeton, Michael R. (57205982798); Mekonnen, Zeleke (24491286700); Mekonnen, Habtamu (57193858795); Levecke, Bruno (23091505100); Vande Velde, Fiona (56743173400)","58740544300; 35785888600; 60680095900; 59244626400; 57205982798; 24491286700; 57193858795; 23091505100; 56743173400","Seeing sanitation: using photovoice for research and advocacy on WASH challenges in two Ethiopian urban primary schools","2026","Journal of Water Sanitation and Hygiene for Development","16","5","","409","425","0","10.2166/washdev.2026.250","https://www.scopus.com/pages/publications/105041039078?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105041039078"
"O’Connor K.; Earnhart D.","O’Connor, Kegan (60565507300); Earnhart, Dietrich (56124163300)","60565507300; 56124163300","Focused Enforcement to Improve Compliance: Effects of the EPA Priority Sector Program on Clean Water Act Compliance","2026","Environmental and Resource Economics","89","4","33","","","0","10.1007/s10640-026-01077-2","https://www.scopus.com/pages/publications/105035056741?origin=resultslist","Article","Final","","Scopus","2-s2.0-105035056741"
"Yi W.; Liu H.; Peng L.; Liu Z.; Luo Z.; Rovenskaya E.; Ng S.H.; Strelkovskii N.; Yan R.; Wang X.; Yang Z.; He T.; Zhang W.; Cai F.; Zhang Q.; He K.","Yi, Wen (57266448900); Liu, Huan (36682647400); Peng, Li (60156099900); Liu, Ziluo (60653547800); Luo, Zhenyu (57217145539); Rovenskaya, Elena (6504768192); Ng, Szu Hui (24388862200); Strelkovskii, Nikita (56755369400); Yan, Ran (57209308101); Wang, Xueqing (57885117300); Yang, Zeyu (60653547900); He, Tingkun (57392643500); Zhang, Weiwei (59355735800); Cai, Feng (60653989000); Zhang, Qiang (55627873062); He, Kebin (7202010686)","57266448900; 36682647400; 60156099900; 60653547800; 57217145539; 6504768192; 24388862200; 56755369400; 57209308101; 57885117300; 60653547900; 57392643500; 59355735800; 60653989000; 55627873062; 7202010686","Drivers and environmental impacts of Arctic shipping","2026","Nature Reviews Earth and Environment","7","6","","343","358","0","10.1038/s43017-026-00790-2","https://www.scopus.com/pages/publications/105040138855?origin=resultslist","Review","Final","","Scopus","2-s2.0-105040138855"
"MEi Y.; Zhu X.; Li Y.; Fu Z.; Liu J.","MEi, Yufan (60728808800); Zhu, Xingye (9242467800); Li, Yanjun (35307424100); Fu, Zengyi (60728866200); Liu, Junping (36021331600)","60728808800; 9242467800; 35307424100; 60728866200; 36021331600","Design and hydraulic characteristics analysis of a small-scale two-way flow pumping station for paddy field irrigation and drainage; [稻田灌排小型双向流道泵站的设计与水力特性分析]","2026","Nongye Gongcheng Xuebao/Transactions of the Chinese Society of Agricultural Engineering","42","9","","46","55","0","10.11975/j.issn.1002-6819.202509256","https://www.scopus.com/pages/publications/105044084046?origin=resultslist","Article","Final","","Scopus","2-s2.0-105044084046"
"Verlicchi P.; Grillini V.; Bosi A.; Galletti A.","Verlicchi, Paola (25927704500); Grillini, Vittoria (57212446138); Bosi, Aurora (60503274600); Galletti, Alessio (34067606800)","25927704500; 57212446138; 60503274600; 34067606800","Treatment Reliability When Reusing Reclaimed Water for Irrigation: A Risk Assessment, Ranking and Management Methodology","2026","Water (Switzerland)","18","5","627","","","0","10.3390/w18050627","https://www.scopus.com/pages/publications/105032754248?origin=resultslist","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105032754248"
"Zheng Y.; Gu Y.; Wang C.; Wang H.; Jin P.; Gan T.","Zheng, Ying (59512591900); Gu, Yu (59733164500); Wang, Chao (57211834280); Wang, Hailong (59733164600); Jin, Pengyu (58532604000); Gan, Tian (58532595100)","59512591900; 59733164500; 57211834280; 59733164600; 58532604000; 58532595100","Study on joint optimal scheduling of Jiaodong Water Transfer Project considering dynamic storage rules of reservoirs; [考虑水库动态调蓄规则的胶东调水工程协同优化调度研究]","2026","Shuili Fadian Xuebao/Journal of Hydroelectric Engineering","45","1","","19","30","0","10.11660/slfdxb.20260103","https://www.scopus.com/pages/publications/105029823159?origin=resultslist","Article","Final","","Scopus","2-s2.0-105029823159"
"Prasad S.; Nagda J.; Ahuja A.; Agrawal S.; Parmar V.","Prasad, Sai (60362530400); Nagda, Jay (58880064900); Ahuja, Aarushi (59672908700); Agrawal, Shaily (60520407800); Parmar, Vidhi (60362634300)","60362530400; 58880064900; 59672908700; 60520407800; 60362634300","ACE inhibitor–induced isolated intestinal angioedema mimicking functional bowel disorder: a case report","2026","BMC Gastroenterology","26","1","469","","","0","10.1186/s12876-026-04935-x","https://www.scopus.com/pages/publications/105045510537?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105045510537"
"Singh V.; Kumar P.; Singh M.K.","Singh, Vimla (60510840400); Kumar, Pramod (60046672800); Singh, Manvandra Kumar (57193759459)","60510840400; 60046672800; 57193759459","Evolution of the right to potable water as an aspect of the right to life: An overview","2026","Social Sciences and Humanities Open","13","","102708","","","0","10.1016/j.ssaho.2026.102708","https://www.scopus.com/pages/publications/105033265695?origin=resultslist","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105033265695"
"Yang X.; Tan C.; Wang Z.; Qin M.; Chen Z.","Yang, Xi (57679806700); Tan, Chao (54790225900); Wang, Zhoujie (60406588100); Qin, Min (58083563700); Chen, Zhihe (55750392700)","57679806700; 54790225900; 60406588100; 58083563700; 55750392700","A Fuzzy Ensemble Framework for Multi-Criteria Water Resources Management Under Uncertainty","2026","Water Resources Management","40","4","151","","","2","10.1007/s11269-025-04367-4","https://www.scopus.com/pages/publications/105030616696?origin=resultslist","Article","Final","","Scopus","2-s2.0-105030616696"
"Sudsandee S.; Kliengchuay W.; Keawduanglek V.; Hongtong A.; Siriratruengsuk W.; Niampradit S.; Mingkhwan R.; Kiangkoo N.; Precha N.; Tantrakarnapa K.","Sudsandee, Suntorn (57194014450); Kliengchuay, Wissanupong (57205028517); Keawduanglek, Vivat (60234881800); Hongtong, Anuttara (57418626700); Siriratruengsuk, Weerayuth (57194776823); Niampradit, Sarima (57352386400); Mingkhwan, Rachaneekorn (39962294400); Kiangkoo, Nuttapohn (57695862600); Precha, Nopadol (57217670675); Tantrakarnapa, Kraichat (35220859500)","57194014450; 57205028517; 60234881800; 57418626700; 57194776823; 57352386400; 39962294400; 57695862600; 57217670675; 35220859500","Assessment of water quality and associated health risks in community-managed water systems in highland areas: A case study Chiang Rai province, Thailand","2026","One Health","22","","101290","","","2","10.1016/j.onehlt.2025.101290","https://www.scopus.com/pages/publications/105024592661?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105024592661"
"Neog K.; Bhuyan M.J.; Deka N.","Neog, Kasturi (57223022128); Bhuyan, Manash Jyoti (57211375488); Deka, Nityananda (57103199800)","57223022128; 57211375488; 57103199800","A novel participatory index-based approach to measuring household water security in Assam, India","2026","International Journal of Water Resources Development","","","","","","1","10.1080/07900627.2026.2635360","https://www.scopus.com/pages/publications/105033381301?origin=resultslist","Article","Article in press","","Scopus","2-s2.0-105033381301"
"Yang M.; Wang C.; Yang Q.; Zhang L.; Wang H.","Yang, Minghan (60094193600); Wang, Chao (57211834280); Yang, Qiu (58675911100); Zhang, Lina (58122411300); Wang, Hao (60431121600)","60094193600; 57211834280; 58675911100; 58122411300; 60431121600","Self-learning model predictive control for cascaded canal systems","2026","Ocean Engineering","365","P1","127235","","","0","10.1016/j.oceaneng.2026.127235","https://www.scopus.com/pages/publications/105045706679?origin=resultslist","Article","Final","","Scopus","2-s2.0-105045706679"
"Liu X.; Liu Z.; Li X.; Li J.; Dong Z.; Chen X.; Li X.","Liu, Xinjie (60216860400); Liu, Zengzhe (60216965600); Li, Xin (59297072800); Li, Jiajing (59297073000); Dong, Zhi (55633360200); Chen, Xinchuang (57214360021); Li, Xiaoqian (59270212800)","60216860400; 60216965600; 59297072800; 59297073000; 55633360200; 57214360021; 59270212800","Integrating polycyclic aromatic hydrocarbons risk into lake health assessment: A diagnostic framework for ecosystem integrity and services in Dongping Lake, China","2026","Ecological Indicators","184","","114716","","","0","10.1016/j.ecolind.2026.114716","https://www.scopus.com/pages/publications/105031896753?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105031896753"
"Singh S.; Soni R.; Lokhande P.E.; Kumar D.; Ghotekar S.; Praveenkumar S.; Singh K.; Mubarak N.M.; Suhas; Karri R.R.; Dehghani M.H.","Singh, S. (57206711834); Soni, R. (59007199300); Lokhande, P.E. (57200526011); Kumar, D. (57202478138); Ghotekar, S. (57201343611); Praveenkumar, S. (57195236454); Singh, K. (57189470075); Mubarak, N.M. (36634677600); Suhas (7409596327); Karri, R.R. (38061883200); Dehghani, M.H. (57192214256)","57206711834; 59007199300; 57200526011; 57202478138; 57201343611; 57195236454; 57189470075; 36634677600; 7409596327; 38061883200; 57192214256","Two-dimensional transition metal chalcogenides for water and wastewater remediation: a review","2026","International Journal of Environmental Science and Technology","23","4","339","","","0","10.1007/s13762-026-07116-1","https://www.scopus.com/pages/publications/105033334153?origin=resultslist","Review","Final","","Scopus","2-s2.0-105033334153"
"Elmi A.H.; Ibrahim R.K.","Elmi, Abdullahi Hassan (59367043200); Ibrahim, Rasha Kadri (58698690100)","59367043200; 58698690100","Beyond access: WASH, public health, and sustainable development priorities in Africa—a narrative review","2026","Tropical Medicine and Health","54","1","163","","","0","10.1186/s41182-026-01059-6","https://www.scopus.com/pages/publications/105047812620?origin=resultslist","Review","Final","","Scopus","2-s2.0-105047812620"
"Mwesongo C.S.","Mwesongo, Chaeka Semango (58249160700)","58249160700","Scale mismatches and the value of social networks in access to sanitation facilities in Mwanza City, Tanzania: A Socio-Ecological Network analysis","2026","Land Use Policy","160","","107814","","","1","10.1016/j.landusepol.2025.107814","https://www.scopus.com/pages/publications/105019092992?origin=resultslist","Article","Final","","Scopus","2-s2.0-105019092992"
"Sverdlik A.; Ouma S.; Dev S.; Patil-Deshmukh A.; Koyaro M.; Luka Z.; Subbaraman R.","Sverdlik, Alice (37089692900); Ouma, Smith (57216638574); Dev, Saloni (57205330485); Patil-Deshmukh, Anita (47061619100); Koyaro, Michelle (60581223900); Luka, Zilire (60797010400); Subbaraman, Ramnath (14018829500)","37089692900; 57216638574; 57205330485; 47061619100; 60581223900; 60797010400; 14018829500","Beyond land tenure and titling: legal recognition as a pivotal determinant of health in urban informal settlements","2026","The Lancet Global Health","","","104052","","","0","10.1016/j.langlo.2026.104052","https://www.scopus.com/pages/publications/105047696914?origin=resultslist","Review","Article in press","All Open Access; Gold Open Access","Scopus","2-s2.0-105047696914"
"Busayo E.T.; Kachenje Y.; Mngumi L.E.","Busayo, Emmanuel Tolulope (57208654424); Kachenje, Yohannes (57210793409); Mngumi, Lazaro Eliyah (57210998138)","57208654424; 57210793409; 57210998138","Nature-based solutions thinking for urban water management in the global South: Empirical insights from Dar es Salaam, Tanzania","2026","Urban Governance","6","2","","200","210","0","10.1016/j.ugj.2026.05.001","https://www.scopus.com/pages/publications/105043089517?origin=resultslist","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105043089517"
"Essex R.; Jagnoor J.","Essex, Ryan (56997032200); Jagnoor, Jagnoor (26667828800)","56997032200; 26667828800","An analysis of global legislation and regulation related to drowning prevention","2026","PLOS Global Public Health","6","3 March","e0005337","","","0","10.1371/journal.pgph.0005337","https://www.scopus.com/pages/publications/105033963578?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105033963578"
"Shanker N.; Reckling S.; Snyder N.L.; Enright D.; Guidry V.T.; Christensen A.","Shanker, Neha (57355287800); Reckling, Stacie (6504783618); Snyder, Nicole L. (7005809304); Enright, Dianne (24777992400); Guidry, Virginia T. (8585206900); Christensen, Ariel (57945187600)","57355287800; 6504783618; 7005809304; 24777992400; 8585206900; 57945187600","Addressing gaps in surveillance: Use of emergency department accessibility and social vulnerability to identify potential wastewater surveillance sites in North Carolina","2026","PloS one","21","8","","e0346668","","0","10.1371/journal.pone.0346668","https://www.scopus.com/pages/publications/105047645135?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105047645135"
"Roy S.; Sowgat T.","Roy, Shilpi (57204960418); Sowgat, Tanjil (57190883528)","57204960418; 57190883528","Planning Challenges for Sustainable Cities in Bangladesh: A Radical Perspective","2026","Sustainable Development Goals Series","Part F2143","","","85","106","0","10.1007/978-981-95-7758-3_6","https://www.scopus.com/pages/publications/105042299511?origin=resultslist","Book chapter","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105042299511"
"Thiliepan C.; Thennakoon T.M.S.P.K.; Madurapperuma B.","Thiliepan, Cavitha (60535840200); Thennakoon, T.M.S.P.K. (57223931475); Madurapperuma, Buddhika (55640200400)","60535840200; 57223931475; 55640200400","Influence of Morphological Characteristics on the Sustainability of Underserved Settlements: A Case Study in Jaffna Municipality and its Urban Fringe, Sri Lanka","2026","OIDA International Journal of Sustainable Development","19","2","","185","214","0","10.64211/oidaijsd190215","https://www.scopus.com/pages/publications/105033918242?origin=resultslist","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105033918242"
"Abourida M.; Klymenko O.V.; Short M.","Abourida, Mohamed (59525455000); Klymenko, Oleksiy V. (6701835082); Short, Michael (56941458200)","59525455000; 6701835082; 56941458200","BiogAI-RMF: A trustworthy AI framework for risk governance in wastewater biogas systems","2026","Journal of Water Process Engineering","91","","110474","","","0","10.1016/j.jwpe.2026.110474","https://www.scopus.com/pages/publications/105043591850?origin=resultslist","Article","Final","","Scopus","2-s2.0-105043591850"
"Yang X.; Wan P.; Yang M.","Yang, Xiaolei (60348635900); Wan, Panbing (58856763500); Yang, Mian (56148498900)","60348635900; 58856763500; 56148498900","How polluting enterprises respond to Pigovian tax: Evidence from China's environmental protection tax law","2026","China Economic Review","98","","102723","","","0","10.1016/j.chieco.2026.102723","https://www.scopus.com/pages/publications/105039000960?origin=resultslist","Article","Final","","Scopus","2-s2.0-105039000960"
"Mamun A.A.; Kayenat M.S.A.","Mamun, Abdullaha Al (59768416200); Kayenat, Mustafa Sarwar A (60497797400)","59768416200; 60497797400","“Beyond the Crisis: Forging a Climate-Resilient Health System for Bangladesh”","2026","Health Science Reports","9","3","e72093","","","0","10.1002/hsr2.72093","https://www.scopus.com/pages/publications/105032709466?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105032709466"
